"TL","Territory level and Typology","REG_ID","Region","VAR","Indicator","POS","Position","TIME","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"2","Large regions (TL2)","ME18","Nayarit","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2003","2003",,,"0","Units",,,37.14,,
"2","Large regions (TL2)","ME18","Nayarit","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2006","2006",,,"0","Units",,,54.13,,
"2","Large regions (TL2)","ME18","Nayarit","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2009","2009",,,"0","Units",,,42.43,,
"2","Large regions (TL2)","ME19","Nuevo Leon","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2000","2000",,,"0","Units",,,63.47,,
"2","Large regions (TL2)","ME19","Nuevo Leon","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2003","2003",,,"0","Units",,,53.19,,
"2","Large regions (TL2)","ME19","Nuevo Leon","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2006","2006",,,"0","Units",,,59.57,,
"2","Large regions (TL2)","ME19","Nuevo Leon","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2009","2009",,,"0","Units",,,53.57,,
"2","Large regions (TL2)","ME20","Oaxaca","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2000","2000",,,"0","Units",,,58.73,,
"2","Large regions (TL2)","ME20","Oaxaca","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2003","2003",,,"0","Units",,,38.77,,
"2","Large regions (TL2)","ME20","Oaxaca","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2006","2006",,,"0","Units",,,57.9,,
"2","Large regions (TL2)","ME20","Oaxaca","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2009","2009",,,"0","Units",,,41.37,,
"2","Large regions (TL2)","ME21","Puebla","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2000","2000",,,"0","Units",,,62.55,,
"2","Large regions (TL2)","ME21","Puebla","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2003","2003",,,"0","Units",,,37.54,,
"2","Large regions (TL2)","ME21","Puebla","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2006","2006",,,"0","Units",,,57.7,,
"2","Large regions (TL2)","ME21","Puebla","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2009","2009",,,"0","Units",,,38.14,,
"2","Large regions (TL2)","ME22","Queretaro","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2000","2000",,,"0","Units",,,70,,
"2","Large regions (TL2)","ME22","Queretaro","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2003","2003",,,"0","Units",,,56.82,,
"2","Large regions (TL2)","ME22","Queretaro","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2006","2006",,,"0","Units",,,63.7,,
"2","Large regions (TL2)","ME22","Queretaro","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2009","2009",,,"0","Units",,,58.89,,
"2","Large regions (TL2)","ME23","Quintana Roo","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2000","2000",,,"0","Units",,,62.07,,
"2","Large regions (TL2)","ME23","Quintana Roo","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2003","2003",,,"0","Units",,,33.26,,
"2","Large regions (TL2)","ME23","Quintana Roo","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2006","2006",,,"0","Units",,,56.7,,
"2","Large regions (TL2)","ME23","Quintana Roo","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2009","2009",,,"0","Units",,,36.71,,
"2","Large regions (TL2)","ME24","San Luis Potosi","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2000","2000",,,"0","Units",,,63.12,,
"2","Large regions (TL2)","ME24","San Luis Potosi","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2003","2003",,,"0","Units",,,44.6,,
"2","Large regions (TL2)","ME24","San Luis Potosi","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2006","2006",,,"0","Units",,,59.56,,
"2","Large regions (TL2)","ME24","San Luis Potosi","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2009","2009",,,"0","Units",,,54.94,,
"2","Large regions (TL2)","ME25","Sinaloa","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2000","2000",,,"0","Units",,,64.32,,
"2","Large regions (TL2)","ME25","Sinaloa","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2003","2003",,,"0","Units",,,40.29,,
"2","Large regions (TL2)","ME25","Sinaloa","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2006","2006",,,"0","Units",,,56.37,,
"2","Large regions (TL2)","ME25","Sinaloa","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2009","2009",,,"0","Units",,,41.21,,
"2","Large regions (TL2)","ME26","Sonora","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2000","2000",,,"0","Units",,,63.91,,
"2","Large regions (TL2)","ME26","Sonora","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2003","2003",,,"0","Units",,,51.78,,
"2","Large regions (TL2)","ME26","Sonora","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2006","2006",,,"0","Units",,,54.95,,
"2","Large regions (TL2)","ME26","Sonora","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2009","2009",,,"0","Units",,,50.65,,
"2","Large regions (TL2)","ME27","Tabasco","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2000","2000",,,"0","Units",,,62.72,,
"2","Large regions (TL2)","ME27","Tabasco","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2003","2003",,,"0","Units",,,40.75,,
"2","Large regions (TL2)","ME27","Tabasco","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2006","2006",,,"0","Units",,,67.5,,
"2","Large regions (TL2)","ME27","Tabasco","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2009","2009",,,"0","Units",,,40.84,,
"2","Large regions (TL2)","ME28","Tamaulipas","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2000","2000",,,"0","Units",,,62.86,,
"2","Large regions (TL2)","ME28","Tamaulipas","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2003","2003",,,"0","Units",,,39.9,,
"2","Large regions (TL2)","ME28","Tamaulipas","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2006","2006",,,"0","Units",,,54.5,,
"2","Large regions (TL2)","ME28","Tamaulipas","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2009","2009",,,"0","Units",,,41.28,,
"2","Large regions (TL2)","ME29","Tlaxcala","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2000","2000",,,"0","Units",,,62.02,,
"2","Large regions (TL2)","ME29","Tlaxcala","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2003","2003",,,"0","Units",,,33.37,,
"2","Large regions (TL2)","ME29","Tlaxcala","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2006","2006",,,"0","Units",,,58.23,,
"2","Large regions (TL2)","ME29","Tlaxcala","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2009","2009",,,"0","Units",,,36.48,,
"2","Large regions (TL2)","ME30","Veracruz","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2000","2000",,,"0","Units",,,63.19,,
"2","Large regions (TL2)","ME30","Veracruz","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2003","2003",,,"0","Units",,,42.36,,
"2","Large regions (TL2)","ME30","Veracruz","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2006","2006",,,"0","Units",,,60.1,,
"2","Large regions (TL2)","ME30","Veracruz","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2009","2009",,,"0","Units",,,47.56,,
"2","Large regions (TL2)","TR63","Mediterranean region - East ","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2002","2002",,,"0","Units",,,77.217,,
"2","Large regions (TL2)","TR63","Mediterranean region - East ","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2007","2007",,,"0","Units",,,83.09,,
"2","Large regions (TL2)","TR63","Mediterranean region - East ","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2011","2011",,,"0","Units",,,86.826,,
"2","Large regions (TL2)","TR71","Central Anatolia - Middle","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2002","2002",,,"0","Units",,,77.616,,
"2","Large regions (TL2)","TR71","Central Anatolia - Middle","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2007","2007",,,"0","Units",,,83.26,,
"2","Large regions (TL2)","TR71","Central Anatolia - Middle","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2011","2011",,,"0","Units",,,85.592,,
"2","Large regions (TL2)","TR72","Central Anatolia - East","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2002","2002",,,"0","Units",,,77.573,,
"2","Large regions (TL2)","TR72","Central Anatolia - East","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2007","2007",,,"0","Units",,,87.3,,
"2","Large regions (TL2)","TR72","Central Anatolia - East","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2011","2011",,,"0","Units",,,87.512,,
"2","Large regions (TL2)","TR81","Western Black Sea - West","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2002","2002",,,"0","Units",,,81.067,,
"2","Large regions (TL2)","TR81","Western Black Sea - West","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2007","2007",,,"0","Units",,,84.85,,
"2","Large regions (TL2)","TR81","Western Black Sea - West","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2011","2011",,,"0","Units",,,88.382,,
"2","Large regions (TL2)","TR82","Western Black Sea - Middle and East","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2002","2002",,,"0","Units",,,79.564,,
"2","Large regions (TL2)","TR82","Western Black Sea - Middle and East","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2007","2007",,,"0","Units",,,85.51,,
"2","Large regions (TL2)","TR82","Western Black Sea - Middle and East","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2011","2011",,,"0","Units",,,87.48,,
"2","Large regions (TL2)","TR83","Middle Black Sea","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2002","2002",,,"0","Units",,,78.868,,
"2","Large regions (TL2)","TR83","Middle Black Sea","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2007","2007",,,"0","Units",,,84.56,,
"2","Large regions (TL2)","TR83","Middle Black Sea","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2011","2011",,,"0","Units",,,88.288,,
"2","Large regions (TL2)","TR90","Eastern Black Sea","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2002","2002",,,"0","Units",,,74.868,,
"2","Large regions (TL2)","TR90","Eastern Black Sea","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2007","2007",,,"0","Units",,,82.71,,
"2","Large regions (TL2)","TR90","Eastern Black Sea","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2011","2011",,,"0","Units",,,84.48,,
"2","Large regions (TL2)","TRA1","Northeastern Anatolia - West","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2002","2002",,,"0","Units",,,74.358,,
