"LOCATION","Country","TRANSACT","Transaction","MEASURE","Measure","TIME","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"GRC","Greece","EXC","Exchange rates, period-average","CD","National currency per US dollar","2019","2019","EUR","Euro","0","Units",,,0.893276,,
"GRC","Greece","EXC","Exchange rates, period-average","CD","National currency per US dollar","2020","2020","EUR","Euro","0","Units",,,0.875506,,
"GRC","Greece","EXC","Exchange rates, period-average","CD","National currency per US dollar","2021","2021","EUR","Euro","0","Units",,,0.845494,,
"GRC","Greece","EXC","Exchange rates, period-average","CD","National currency per US dollar","2022","2022","EUR","Euro","0","Units",,,0.949624,,
"ZAF","South Africa","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2008","2008","ZAR","Rand","0","Units",,,4.080267,,
"ZAF","South Africa","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2009","2009","ZAR","Rand","0","Units",,,4.405504,,
"ZAF","South Africa","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2010","2010","ZAR","Rand","0","Units",,,4.61997,,
"ZAF","South Africa","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2011","2011","ZAR","Rand","0","Units",,,4.776628,,
"ZAF","South Africa","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2012","2012","ZAR","Rand","0","Units",,,5.107817,,
"ZAF","South Africa","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2013","2013","ZAR","Rand","0","Units",,,5.295738,,
"ZAF","South Africa","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2014","2014","ZAR","Rand","0","Units",,,5.571891,,
"ZAF","South Africa","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2015","2015","ZAR","Rand","0","Units",,,5.825256,,
"ZAF","South Africa","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2016","2016","ZAR","Rand","0","Units",,,6.159093,,
"ZAF","South Africa","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2017","2017","ZAR","Rand","0","Units",,,6.426701,,
"ZAF","South Africa","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2018","2018","ZAR","Rand","0","Units",,,6.51186,,
"ZAF","South Africa","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2019","2019","ZAR","Rand","0","Units",,,6.694147,,
"ZAF","South Africa","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2020","2020","ZAR","Rand","0","Units",,,6.990961,,
"ZAF","South Africa","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2021","2021","ZAR","Rand","0","Units",,,7.129474,,
"ZAF","South Africa","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2022","2022","ZAR","Rand","0","Units",,,6.981046,,
"BRA","Brazil","EXC","Exchange rates, period-average","CD","National currency per US dollar","2008","2008","BRL","Brazilian Real","0","Units",,,1.833767,,
"BRA","Brazil","EXC","Exchange rates, period-average","CD","National currency per US dollar","2009","2009","BRL","Brazilian Real","0","Units",,,1.999428,,
"BRA","Brazil","EXC","Exchange rates, period-average","CD","National currency per US dollar","2010","2010","BRL","Brazilian Real","0","Units",,,1.759227,,
"BRA","Brazil","EXC","Exchange rates, period-average","CD","National currency per US dollar","2011","2011","BRL","Brazilian Real","0","Units",,,1.672829,,
"BRA","Brazil","EXC","Exchange rates, period-average","CD","National currency per US dollar","2012","2012","BRL","Brazilian Real","0","Units",,,1.953069,,
"BRA","Brazil","EXC","Exchange rates, period-average","CD","National currency per US dollar","2013","2013","BRL","Brazilian Real","0","Units",,,2.156089,,
"BRA","Brazil","EXC","Exchange rates, period-average","CD","National currency per US dollar","2014","2014","BRL","Brazilian Real","0","Units",,,2.352952,,
"BRA","Brazil","EXC","Exchange rates, period-average","CD","National currency per US dollar","2015","2015","BRL","Brazilian Real","0","Units",,,3.326904,,
"BRA","Brazil","EXC","Exchange rates, period-average","CD","National currency per US dollar","2016","2016","BRL","Brazilian Real","0","Units",,,3.491313,,
"BRA","Brazil","EXC","Exchange rates, period-average","CD","National currency per US dollar","2017","2017","BRL","Brazilian Real","0","Units",,,3.191389,,
"BRA","Brazil","EXC","Exchange rates, period-average","CD","National currency per US dollar","2018","2018","BRL","Brazilian Real","0","Units",,,3.653825,,
"BRA","Brazil","EXC","Exchange rates, period-average","CD","National currency per US dollar","2019","2019","BRL","Brazilian Real","0","Units",,,3.944471,,
"BRA","Brazil","EXC","Exchange rates, period-average","CD","National currency per US dollar","2020","2020","BRL","Brazilian Real","0","Units",,,5.155179,,
"BRA","Brazil","EXC","Exchange rates, period-average","CD","National currency per US dollar","2021","2021","BRL","Brazilian Real","0","Units",,,5.394401,,
"BRA","Brazil","EXC","Exchange rates, period-average","CD","National currency per US dollar","2022","2022","BRL","Brazilian Real","0","Units",,,5.16397,,
"GBR","United Kingdom","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2008","2008","GBP","Pound Sterling","0","Units",,,0.763449,,
"GBR","United Kingdom","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2009","2009","GBP","Pound Sterling","0","Units",,,0.783039,,
"GBR","United Kingdom","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2010","2010","GBP","Pound Sterling","0","Units",,,0.777858,,
"GBR","United Kingdom","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2011","2011","GBP","Pound Sterling","0","Units",,,0.777677,,
"GBR","United Kingdom","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2012","2012","GBP","Pound Sterling","0","Units",,,0.787207,,
"GBR","United Kingdom","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2013","2013","GBP","Pound Sterling","0","Units",,,0.792885,,
"GBR","United Kingdom","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2014","2014","GBP","Pound Sterling","0","Units",,,0.798517,,
"GBR","United Kingdom","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2015","2015","GBP","Pound Sterling","0","Units",,,0.805799,,
"GBR","United Kingdom","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2016","2016","GBP","Pound Sterling","0","Units",,,0.788601,,
"GBR","United Kingdom","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2017","2017","GBP","Pound Sterling","0","Units",,,0.786784,,
"GBR","United Kingdom","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2018","2018","GBP","Pound Sterling","0","Units",,,0.7811,,
"GBR","United Kingdom","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2019","2019","GBP","Pound Sterling","0","Units",,,0.765789,,
"GBR","United Kingdom","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2020","2020","GBP","Pound Sterling","0","Units",,,0.781747,,
"GBR","United Kingdom","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2021","2021","GBP","Pound Sterling","0","Units",,,0.768342,,
"FIN","Finland","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2008","2008","EUR","Euro","0","Units",,,0.940371,,
"FIN","Finland","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2009","2009","EUR","Euro","0","Units",,,0.950081,,
"FIN","Finland","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2010","2010","EUR","Euro","0","Units",,,0.935451,,
"FIN","Finland","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2011","2011","EUR","Euro","0","Units",,,0.941862,,
"FIN","Finland","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2012","2012","EUR","Euro","0","Units",,,0.940126,,
"FIN","Finland","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2013","2013","EUR","Euro","0","Units",,,0.936503,,
"FIN","Finland","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2014","2014","EUR","Euro","0","Units",,,0.936703,,
"FIN","Finland","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2015","2015","EUR","Euro","0","Units",,,0.931965,,
"FIN","Finland","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2016","2016","EUR","Euro","0","Units",,,0.90459,,
"FIN","Finland","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2017","2017","EUR","Euro","0","Units",,,0.889529,,
"FIN","Finland","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2018","2018","EUR","Euro","0","Units",,,0.883873,,
"FIN","Finland","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2019","2019","EUR","Euro","0","Units",,,0.872991,,
"FIN","Finland","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2020","2020","EUR","Euro","0","Units",,,0.866673,,
"FIN","Finland","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2021","2021","EUR","Euro","0","Units",,,0.88645,,
"ITA","Italy","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2008","2008","EUR","Euro","0","Units",,,0.783694,,
"ITA","Italy","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2009","2009","EUR","Euro","0","Units",,,0.771315,,
"ITA","Italy","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2010","2010","EUR","Euro","0","Units",,,0.773168,,
"ITA","Italy","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2011","2011","EUR","Euro","0","Units",,,0.758687,,
"ITA","Italy","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2012","2012","EUR","Euro","0","Units",,,0.747731,,
"ITA","Italy","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2013","2013","EUR","Euro","0","Units",,,0.737299,,
"ITA","Italy","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2014","2014","EUR","Euro","0","Units",,,0.739644,,
"ITA","Italy","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2015","2015","EUR","Euro","0","Units",,,0.738694,,
"ITA","Italy","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2016","2016","EUR","Euro","0","Units",,,0.700544,,
"ITA","Italy","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2017","2017","EUR","Euro","0","Units",,,0.689895,,
"ITA","Italy","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2018","2018","EUR","Euro","0","Units",,,0.681219,,
"ITA","Italy","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2019","2019","EUR","Euro","0","Units",,,0.656771,,
"ITA","Italy","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2020","2020","EUR","Euro","0","Units",,,0.647709,,
"ITA","Italy","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2021","2021","EUR","Euro","0","Units",,,0.64754,,
"ITA","Italy","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2022","2022","EUR","Euro","0","Units",,,0.61742,,
"MEX","Mexico","EXC","Exchange rates, period-average","CD","National currency per US dollar","2008","2008","MXN","Mexican Peso","0","Units",,,11.129717,,
"MEX","Mexico","EXC","Exchange rates, period-average","CD","National currency per US dollar","2009","2009","MXN","Mexican Peso","0","Units",,,13.513475,,
"MEX","Mexico","EXC","Exchange rates, period-average","CD","National currency per US dollar","2010","2010","MXN","Mexican Peso","0","Units",,,12.636008,,
"MEX","Mexico","EXC","Exchange rates, period-average","CD","National currency per US dollar","2011","2011","MXN","Mexican Peso","0","Units",,,12.423325,,
"MEX","Mexico","EXC","Exchange rates, period-average","CD","National currency per US dollar","2012","2012","MXN","Mexican Peso","0","Units",,,13.169458,,
"MEX","Mexico","EXC","Exchange rates, period-average","CD","National currency per US dollar","2013","2013","MXN","Mexican Peso","0","Units",,,12.771992,,
"MEX","Mexico","EXC","Exchange rates, period-average","CD","National currency per US dollar","2014","2014","MXN","Mexican Peso","0","Units",,,13.29245,,
"MEX","Mexico","EXC","Exchange rates, period-average","CD","National currency per US dollar","2015","2015","MXN","Mexican Peso","0","Units",,,15.848267,,
